Date,No.,Note,Cost Center,Amount,TYPE,Type 2
1-Aug-22,481,الصقر للتعمير للمقاولات  م4,سجن سوهاج المطور,718540.00,Cash Out,Cash Out
1-Aug-22,500,اعمار الصفوه للاستثمار العقارى م8,سجن سوهاج المطور,468394.00,Cash Out,Cash Out
1-Aug-22,511,ميتال ارت م1,سجن سوهاج المطور,109262.00,Cash Out,Cash Out
1-Aug-22,523,بنك القاهره.بيكيم جروب للمقاولات دفعه,سجن سوهاج المطور,12000000.00,Cash Out,Cash Out
1-Aug-22,538,سافيتو مصر,سجن سوهاج المطور,231300.00,Cash Out,Cash Out
1-Aug-22,553,جمعية الولاء لضباط الشرطه,سجن سوهاج المطور,94500.00,Cash Out,Cash Out
1-Aug-22,557,الصقر للتعمير للمقاولات  ,سجن سوهاج المطور,1015013.58,Cash Out,Cash Out
1-Aug-22,602,محمد علي مصطفي م1,سجن سوهاج المطور,113832.00,Cash Out,Cash Out
1-Aug-22,626,محمود حسن محمود,سجن سوهاج المطور,490050.00,Cash Out,Cash Out
1-Aug-22,670,احمد ماهر محمد م8,سجن سوهاج المطور,330856.00,Cash Out,Cash Out
1-Aug-22,692,احمد عبدالحميد حسن,سجن سوهاج المطور,300000.00,Cash Out,Cash Out
1-Aug-22,766,ميبكون للمقاولات دفعه,سجن سوهاج المطور,3000000.00,Cash Out,Cash Out
1-Aug-22,983,اعمار الصفوه للاستثمار العقارى - سلفه,سجن سوهاج المطور,200000.00,Cash Out,Cash Out
1-Aug-22,1009,حسن ابو العلا عبدالغنى(الاخوه للاستيراد وتجاره الاخشاب),سجن سوهاج المطور,314925.00,Cash Out,Cash Out
1-Aug-22,1056,الصقر للتعمير للمقاولات  والتوريدات,سجن سوهاج المطور,694724.00,Cash Out,Cash Out
1-Aug-22,1058,الصقر للتعمير للمقاولات  والتوريدات,سجن سوهاج المطور,1210766.90,Cash Out,Cash Out
1-Aug-22,1096,استراتيجى جروب (اس جي) للصناعات المتخصصه,سجن سوهاج المطور,163850.00,Cash Out,Cash Out
1-Aug-22,1127,احمد عبدالحميد حسن,سجن سوهاج المطور,400000.00,Cash Out,Cash Out
1-Aug-22,1184,احمد عبدالحميد حسن,سجن سوهاج المطور,61361.35,Cash Out,Cash Out
1-Aug-22,1204,احمد عبدالحميد حسن,سجن سوهاج المطور,400000.00,Cash Out,Cash Out
1-Aug-22,,عز الدخيله للصلب,سجن سوهاج المطور,7810043.20,Cash Out,حديد عز
1-Aug-22,,,سجن سوهاج المطور,381474.83,Cash Out,اجور
1-Aug-22,,,سجن سوهاج المطور,890828.82,Cash Out,بنوك
23-Aug-22,,حديد عز - نقط الشرطة,سجن سوهاج المطور,-7973755.00,Cash Out,حديد عز
23-Aug-22,,حديد عز,سجن سوهاج المطور,26906168.98,Cash Out,حديد عز
1-Sep-22,46,سافيتو مصر,سجن سوهاج المطور,21800.00,Cash Out,Cash Out
1-Sep-22,80,سيراميكا كليوباترا جروب,سجن سوهاج المطور,829250.11,Cash Out,Cash Out
1-Sep-22,85,ماهر محمد مصطفي,سجن سوهاج المطور,6800.00,Cash Out,Cash Out
1-Sep-22,88,احمد عبدالحميد حسن,سجن سوهاج المطور,192863.71,Cash Out,Cash Out
1-Sep-22,96,اخمد عبدالحميد حسن,سجن سوهاج المطور,30000.00,Cash Out,Cash Out
1-Sep-22,157,محمد علي مصطفي م2,سجن سوهاج المطور,117434.00,Cash Out,Cash Out
1-Sep-22,187,اعمار الصفوه للاستثمار العقارى م9,سجن سوهاج المطور,365584.00,Cash Out,Cash Out
1-Sep-22,222,الصقر للتعمير للمقاولات,سجن سوهاج المطور,782547.60,Cash Out,Cash Out
1-Sep-22,224,الصقر للتعمير للمقاولات,سجن سوهاج المطور,649254.39,Cash Out,Cash Out
1-Sep-22,226,الصقر للتعمير للمقاولات,سجن سوهاج المطور,77970.00,Cash Out,Cash Out
1-Sep-22,228,الصقر للتعمير للمقاولات,سجن سوهاج المطور,458780.00,Cash Out,Cash Out
1-Sep-22,230,الصقر للتعمير للمقاولات,سجن سوهاج المطور,1023079.40,Cash Out,Cash Out
1-Sep-22,234,حسن ابو العلا عبدالغني,سجن سوهاج المطور,142500.00,Cash Out,Cash Out
1-Sep-22,240,حسن ابو العلا عبدالغني,سجن سوهاج المطور,314925.00,Cash Out,Cash Out
1-Sep-22,254,العز لتجارة الحديد,سجن سوهاج المطور,191263.80,Cash Out,Cash Out
1-Sep-22,286,محمد علي مصطفي سلفه,سجن سوهاج المطور,100000.00,Cash Out,Cash Out
1-Sep-22,320,العربيه لصناعة مواد البناء,سجن سوهاج المطور,41775.00,Cash Out,Cash Out
1-Sep-22,326,الفولي للانشاءات م1,سجن سوهاج المطور,800000.00,Cash Out,Cash Out
1-Sep-22,333,ميبكون للمقاولات سلفه,سجن سوهاج المطور,1000000.00,Cash Out,Cash Out
1-Sep-22,343,ميبكون للمقاولات دفعه رقم 2,سجن سوهاج المطور,4000000.00,Cash Out,Cash Out
1-Sep-22,382,احمد عبدالحميد حسن,سجن سوهاج المطور,200000.00,Cash Out,Cash Out
1-Sep-22,383,احمد عبدالحميد حسن,سجن سوهاج المطور,300000.00,Cash Out,Cash Out
1-Sep-22,385,احمد عبدالحميد حسن,سجن سوهاج المطور,100000.00,Cash Out,Cash Out
1-Sep-22,393,محمد عبدالمهيمن عبدالرحمن,سجن سوهاج المطور,10000.00,Cash Out,Cash Out
1-Sep-22,456,محموعة المدينه للصلب,سجن سوهاج المطور,18864.01,Cash Out,Cash Out
1-Sep-22,506,الصقر للتعمير للمقاولات,سجن سوهاج المطور,749777.60,Cash Out,Cash Out
1-Sep-22,508,الصقر للتعمير للمقاولات,سجن سوهاج المطور,1186929.40,Cash Out,Cash Out
1-Sep-22,526,جيسي تريد للهندسه والمقاولات دفعه,سجن سوهاج المطور,456000.00,Cash Out,Cash Out
1-Sep-22,527,اعمار الصفوه للاستثمار العقارى م10,سجن سوهاج المطور,440973.00,Cash Out,Cash Out
1-Sep-22,643,محمود حسن محمود,سجن سوهاج المطور,70775.00,Cash Out,Cash Out
1-Sep-22,645,محمود حسن محمود,سجن سوهاج المطور,216710.00,Cash Out,Cash Out
1-Sep-22,787,نورا محمود احمد,سجن سوهاج المطور,6584.00,Cash Out,Cash Out
1-Sep-22,789,نورا محمود احمد,سجن سوهاج المطور,8349.00,Cash Out,Cash Out
1-Sep-22,806,استراتيجي جروب,سجن سوهاج المطور,157861.00,Cash Out,Cash Out
1-Sep-22,887,محمد علي مصطفي سلفه,سجن سوهاج المطور,150000.00,Cash Out,Cash Out
1-Sep-22,897,احمد ماهر محمد م10,سجن سوهاج المطور,200000.00,Cash Out,Cash Out
1-Sep-22,909,احمد عبدالحميد حسن,سجن سوهاج المطور,200000.00,Cash Out,Cash Out
1-Sep-22,920,جمعية الولاء لضباط الشرطه,سجن سوهاج المطور,94500.00,Cash Out,Cash Out
1-Sep-22,922,جمعية الولاء لضباط الشرطه,سجن سوهاج المطور,81000.00,Cash Out,Cash Out
1-Sep-22,936,بلاك هةرس للمقاولات,سجن سوهاج المطور,64721.88,Cash Out,Cash Out
1-Sep-22,945,الصقر للتعمير للمقاولات,سجن سوهاج المطور,870371.20,Cash Out,Cash Out
1-Sep-22,947,الصقر للتعمير للمقاولات,سجن سوهاج المطور,1071269.74,Cash Out,Cash Out
1-Sep-22,953,طيبه للتجاره والتوريدات,سجن سوهاج المطور,11277.40,Cash Out,Cash Out
1-Sep-22,1096,احمد عبدالحميد حسن,سجن سوهاج المطور,200000.00,Cash Out,Cash Out
1-Sep-22,1135,محمد علي مصطفي م3,سجن سوهاج المطور,176052.00,Cash Out,Cash Out
1-Sep-22,1137,حمدى محمود ابراهيم م4,سجن سوهاج المطور,123282.00,Cash Out,Cash Out
1-Sep-22,1140,بنك مصر بيكم جروب دفعه مقدمه,سجن سوهاج المطور,14829000.00,Cash Out,Cash Out
1-Sep-22,1145,احمد عبدالحميد حسن,سجن سوهاج المطور,108641.95,Cash Out,Cash Out
1-Sep-22,1157,جمعية الولاء لضباط الشرطه,سجن سوهاج المطور,225576.00,Cash Out,Cash Out
1-Sep-22,,عز الدخيله للصلب,سجن سوهاج المطور,6278416.00,Cash Out,حديد عز
1-Sep-22,,,سجن سوهاج المطور,916648.30,Cash Out,اجور
1-Sep-22,,,سجن سوهاج المطور,2238430.31,Cash Out,بنوك
30-Sep-22,2683,جاري بايونيرز لتداول الاوراق المالية,سجن سوهاج المطور,6000000.00,تحت التسوية,تحت التسوية
1-Oct-22,6,احمد عبدالحميد حسن,سجن سوهاج المطور,500000.00,Cash Out,Cash Out
1-Oct-22,7,احمد عبدالحميد حسن,سجن سوهاج المطور,164148.00,Cash Out,Cash Out
1-Oct-22,34,محمد عبدالمهيمن عبدالرحمن,سجن سوهاج المطور,14000.00,Cash Out,Cash Out
1-Oct-22,48,تو ام اليكتريك للصناعات,سجن سوهاج المطور,570650.00,Cash Out,Cash Out
1-Oct-22,67,ايجيبت تكنولوجي,سجن سوهاج المطور,6250.00,Cash Out,Cash Out
1-Oct-22,68,ايجيبت تكنولوجي,سجن سوهاج المطور,1300.00,Cash Out,Cash Out
1-Oct-22,79,المتحده للطوب,سجن سوهاج المطور,29775.50,Cash Out,Cash Out
1-Oct-22,106,الصقر للتعمير ,سجن سوهاج المطور,761574.80,Cash Out,Cash Out
1-Oct-22,107,الصقر للتعمير ,سجن سوهاج المطور,777304.40,Cash Out,Cash Out
1-Oct-22,108,الصقر للتعمير ,سجن سوهاج المطور,770382.46,Cash Out,Cash Out
1-Oct-22,119,فيوتشر للتوريدات,سجن سوهاج المطور,55878.50,Cash Out,Cash Out
1-Oct-22,120,عزام استيل لتجارة الحديد,سجن سوهاج المطور,21152.31,Cash Out,Cash Out
1-Oct-22,126,الكرنك لصناعة البلاط,سجن سوهاج المطور,122071.04,Cash Out,Cash Out
1-Oct-22,147,اعمار الصفوه للاستثمار م11,سجن سوهاج المطور,200000.00,Cash Out,Cash Out
1-Oct-22,148,الربيع للمقاولات م2,سجن سوهاج المطور,124302.50,Cash Out,Cash Out
1-Oct-22,149,محمد علي مصطفي سلفه,سجن سوهاج المطور,100000.00,Cash Out,Cash Out
1-Oct-22,188,بترا لتجارة العدد,سجن سوهاج المطور,65540.00,Cash Out,Cash Out
1-Oct-22,201,احمد صلاح توفيق,سجن سوهاج المطور,100000.00,Cash Out,Cash Out
1-Oct-22,210,الصقر للتعمير ,سجن سوهاج المطور,1965803.51,Cash Out,Cash Out
1-Oct-22,213,اعمار الصفوه للاستثمار م11,سجن سوهاج المطور,184793.00,Cash Out,Cash Out
1-Oct-22,215,نورا محمود احمد,سجن سوهاج المطور,7499.00,Cash Out,Cash Out
1-Oct-22,219,استراتيجي جروب,سجن سوهاج المطور,157861.00,Cash Out,Cash Out
1-Oct-22,220,البلبيسي للصناعه والتجاره,سجن سوهاج المطور,989880.00,Cash Out,Cash Out
1-Oct-22,221,العربيه لصناعة مواد البناء,سجن سوهاج المطور,30875.00,Cash Out,Cash Out
1-Oct-22,267,احمد ماهر محمد سلفه,سجن سوهاج المطور,250000.00,Cash Out,Cash Out
1-Oct-22,272,احمد عبدالحميد حسن,سجن سوهاج المطور,200000.00,Cash Out,Cash Out
1-Oct-22,273,عبدالحليم توفيق برعي,سجن سوهاج المطور,300000.00,Cash Out,Cash Out
1-Oct-22,276,اسلام عيدالستار امين,سجن سوهاج المطور,6000.00,Cash Out,Cash Out
1-Oct-22,284,العربيه لصناعة مواد البناء,سجن سوهاج المطور,45405.00,Cash Out,Cash Out
1-Oct-22,320,محمد علي مصطفي م4,سجن سوهاج المطور,100000.00,Cash Out,Cash Out
1-Oct-22,323,محمد علي مصطفي م4,سجن سوهاج المطور,214181.00,Cash Out,Cash Out
1-Oct-22,338,جمعية الولاء لضباط الشرطه,سجن سوهاج المطور,84600.00,Cash Out,Cash Out
1-Oct-22,344,طيبه للتجاره والتوريدات,سجن سوهاج المطور,13267.90,Cash Out,Cash Out
1-Oct-22,345,طيبه للتجاره والتوريدات,سجن سوهاج المطور,50341.50,Cash Out,Cash Out
1-Oct-22,347,ايجيبت تكنولوجي,سجن سوهاج المطور,300.00,Cash Out,Cash Out
1-Oct-22,352,خالد عبدالغني بيومي,سجن سوهاج المطور,58410.00,Cash Out,Cash Out
1-Oct-22,385,الصقر للمقاولات م6.5,سجن سوهاج المطور,1090620.00,Cash Out,Cash Out
1-Oct-22,400,الربيع للمقاولات م1,سجن سوهاج المطور,19833.50,Cash Out,Cash Out
1-Oct-22,404,احمد عبداللاه ابوزيد م1,سجن سوهاج المطور,103429.00,Cash Out,Cash Out
1-Oct-22,406,حمدى محمود ابراهيم سلفه,سجن سوهاج المطور,200000.00,Cash Out,Cash Out
1-Oct-22,427,عبدالحليم توفيق برعي,سجن سوهاج المطور,50000.00,Cash Out,Cash Out
1-Oct-22,433,مصر للمعدات,سجن سوهاج المطور,14238.00,Cash Out,Cash Out
1-Oct-22,443,النيل للتجاره والتوريدات,سجن سوهاج المطور,54578.64,Cash Out,Cash Out
1-Oct-22,477,ابن السلطان للمقاولات العموميه م1,سجن سوهاج المطور,98681.00,Cash Out,Cash Out
1-Oct-22,490,احمد عبدالحميد حسن,سجن سوهاج المطور,300000.00,Cash Out,Cash Out
1-Oct-22,614,الصقر للتعمير ,سجن سوهاج المطور,824553.07,Cash Out,Cash Out
1-Oct-22,615,الصقر للتعمير ,سجن سوهاج المطور,746500.60,Cash Out,Cash Out
1-Oct-22,637,طيبه للتجاره والتوريدات,سجن سوهاج المطور,4966.35,Cash Out,Cash Out
1-Oct-22,638,طيبه للتجاره والتوريدات,سجن سوهاج المطور,121785.75,Cash Out,Cash Out
1-Oct-22,639,محمود حسن محمود,سجن سوهاج المطور,150000.00,Cash Out,Cash Out
1-Oct-22,640,محمود حسن محمود,سجن سوهاج المطور,100000.00,Cash Out,Cash Out
1-Oct-22,647,سافيتو مصر,سجن سوهاج المطور,43600.00,Cash Out,Cash Out
1-Oct-22,656,احمد عبدالحميد حسن,سجن سوهاج المطور,61200.00,Cash Out,Cash Out
1-Oct-22,672,محمود حسن محمود,سجن سوهاج المطور,100000.00,Cash Out,Cash Out
1-Oct-22,789,الشروق للمقاولات العموميه م1,سجن سوهاج المطور,282598.00,Cash Out,Cash Out
1-Oct-22,792,دار الخبره الهندسيه للمقاولات دفعه,سجن سوهاج المطور,226800.00,Cash Out,Cash Out
1-Oct-22,797,كامل عامر حمدته سلفه,سجن سوهاج المطور,100000.00,Cash Out,Cash Out
1-Oct-22,802,احمد عبدالحميد حسن,سجن سوهاج المطور,200000.00,Cash Out,Cash Out
1-Oct-22,,عز الدخيله للصلب,سجن سوهاج المطور,6485252.00,Cash Out,حديد عز
1-Oct-22,,,سجن سوهاج المطور,416176.22,Cash Out,اجور
1-Oct-22,,,سجن سوهاج المطور,3787435.83,Cash Out,بنوك
1-Nov-22,43,احمد عبدالحميد حسن,سجن سوهاج المطور,200000.00,Cash Out,Cash Out
